-170.4579025110783, 796894.4099378884
-146.8242245199409, 744720.4968944101
-98.96602658788775, 841614.9068322983
-80.64992614475631, 789440.99378882
-58.197932053175805, 811801.2422360249
-31.01920236336781, 923602.4844720499
-13.2939438700148, 863975.1552795032
-8.567208271787308, 908695.6521739133
-7.385524372230435, 737267.0807453417
-0.8862629246676761, 677639.7515527953
7.976366322008829, 707453.4161490686
7.976366322008829, 856521.739130435
13.884785819793194, 871428.5714285716
9.748892171344153, 774534.1614906834
17.429837518463785, 789440.99378882
33.97341211225995, 811801.2422360249
55.24372230428361, 550931.6770186338
75.92319054652876, 677639.7515527953
104.2836041358936, 580745.3416149069
145.05169867060556, 468944.0993788822
